id,nume,brand,categorie,pret,tip_ten,subton,nuanta,finish,ocazie,acoperire,ingrediente_cheie,vegan,cruelty_free,rating,descriere,tip_produs,contrast,baza,origine,probleme,fungal_acne_safe,suited_eye_color,suited_hair_color,activ
389,Color Riche / Rouge Signature,L'Oreal Paris,Ruj,45.0,toate,cald|rece|neutru,toate,satinat|mat,zi,toate,,Nu,Nu,4.0,Gama mare,makeup,toate,toate,Europa,,,toate,toate,1
390,Lasting Finish / Provocalips,Rimmel,Ruj,35.0,toate,cald|rece,toate,satinat|long|wear,zi,toate,,Nu,Nu,4.0,Accesibil,makeup,toate,toate,Europa (UK),,,toate,toate,1
391,Rouge Velvet / Rouge Edition,Bourjois,Ruj,45.0,toate,cald|rece|neutru,toate,velvet mat,zi,toate,,Nu,Nu,4.0,Cult francez,makeup,toate,toate,Europa (FR),,,toate,toate,1
392,Soft Matte Lip Cream,NYX,Ruj,35.0,toate,cald|rece|neutru,toate,mat cremos,zi,toate,,Nu,Nu,4.0,"Cult, gama uriasa",makeup,toate,toate,Europa/global,,,toate,toate,1
393,Lip Lingerie XXL,NYX,Ruj,35.0,toate,cald|rece|neutru,toate,mat lichid,zi,toate,,Nu,Nu,4.0,Long-wear nude,makeup,toate,toate,Europa/global,,,toate,toate,1
394,Powder Power / Velvet Passion Lipstick,Kiko Milano,Ruj,45.0,toate,cald|rece|neutru,toate,mat,zi,toate,,Nu,Nu,4.0,Gama foarte mare,makeup,toate,toate,Europa (IT),,,toate,toate,1
395,Pro Supreme / Lip Allure,Revolution,Ruj,35.0,toate,cald|rece|neutru,toate,mat|satinat,zi,toate,,Nu,Nu,4.0,"Ieftin, multe nuante",makeup,toate,toate,Europa (UK),,,toate,toate,1
396,I'm Lipstick,Pupa,Ruj,35.0,toate,cald|rece,toate,cremos,zi,toate,,Nu,Nu,4.0,Italian,makeup,toate,toate,Europa (IT),,,toate,toate,1
397,Variete / Velvet Pure Lipstick,Eveline,Ruj,25.0,toate,cald|rece,toate,mat|satinat,zi,toate,,Nu,Nu,4.0,Ieftin,makeup,toate,toate,Europa (PL),,,toate,toate,1
398,Feel It / Lip Sensation,Wibo,Ruj,25.0,toate,cald|rece,toate,mat|satinat,zi,toate,,Nu,Nu,4.0,Foarte ieftin,makeup,toate,toate,Europa (PL),,,toate,toate,1
399,Better Than Shaping (shade),rom&nd,Bronzer,55.0,toate,neutru|rece,toate,mat,zi,toate,,Nu,Nu,4.0,"Shading pudra, ton racoros pt contur",makeup,mediu|inchis,toate,Coreea,,,toate,toate,1
400,Prism Air Shading,CLIO,Bronzer,55.0,toate,neutru|rece,toate,mat,zi,toate,,Nu,Nu,4.0,"Pt contur, fin",makeup,toate,toate,Coreea,,,toate,toate,1
401,Dailism Shading Powder,Heimish,Bronzer,55.0,toate,neutru,toate,mat,zi,toate,,Nu,Nu,4.0,Natural,makeup,toate,toate,Coreea,,,toate,toate,1
402,Define My Face Shading,Wakemake,Bronzer,55.0,toate,neutru,toate,mat,zi,toate,,Nu,Nu,4.0,Contur subtil,makeup,toate,toate,Coreea,,,toate,toate,1
403,Face Blush / Contour (shade),3CE,Bronzer,87.5,toate,neutru|rece,toate,mat,zi,toate,,Nu,Nu,4.0,Estompabil,makeup,toate,toate,Coreea,,,toate,toate,1
404,The Sculpting Powder,Espoir,Bronzer,87.5,toate,neutru,toate,mat,zi,toate,,Nu,Nu,4.0,Contur,makeup,toate,toate,Coreea,,,toate,toate,1
405,True Dimension Shadow Contour,Hince,Bronzer,87.5,toate,neutru|rece,toate,mat,zi,toate,,Nu,Nu,4.0,Aspect natural,makeup,toate,toate,Coreea,,,toate,toate,1
406,My Palette Shading,Innisfree,Bronzer,55.0,toate,neutru,toate,mat,zi,toate,,Nu,Nu,4.0,Refill,makeup,toate,toate,Coreea,,,toate,toate,1
407,Tailored Contour,Moonshot,Bronzer,55.0,toate,neutru,toate,mat,zi,toate,,Nu,Nu,4.0,Subtil,makeup,toate,toate,Coreea,,,toate,toate,1
408,Play 101 / Contour Stick,Etude,Bronzer,42.5,toate,neutru|cald,toate,mat,zi,toate,,Nu,Nu,4.0,Stick,makeup,toate,toate,Coreea,,,toate,toate,1
409,Sun Glow Matt Bronzing Powder,Catrice,Bronzer,42.5,toate,cald|neutru,toate,mat,zi,toate,,Nu,Nu,4.0,Cult ieftin,makeup,toate,toate,Europa (DE),,,toate,toate,1
410,Bronze Away / Endless Summer Bronzer,Catrice,Bronzer,42.5,toate,cald|neutru,toate,mat,zi,toate,,Nu,Nu,4.0,Accesibil,makeup,toate,toate,Europa (DE),,,toate,toate,1
411,Sun Club / Bronzing Powder,Essence,Bronzer,30.0,toate,cald,toate,mat,zi,toate,,Nu,Nu,4.0,Foarte ieftin,makeup,toate,toate,Europa (DE),,,toate,toate,1
412,City Bronzer,Maybelline,Bronzer,42.5,toate,cald|neutru,toate,mat,zi,toate,,Nu,Nu,4.0,"Contur + bronz, gama buna",makeup,toate,toate,Europa/global,,,toate,toate,1
413,Back to Bronze / Glow Mon Amour,L'Oreal Paris,Bronzer,55.0,toate,cald|neutru,toate,mat|glow,zi,toate,,Nu,Nu,4.0,Mai multe variante,makeup,toate,toate,Europa,,,toate,toate,1
414,Delice de Poudre / Bronzing Powder,Bourjois,Bronzer,55.0,toate,cald,toate,mat|satinat,zi,toate,,Nu,Nu,4.0,Cult francez,makeup,toate,toate,Europa (FR),,,toate,toate,1
415,Matte Bronzer,NYX,Bronzer,42.5,toate,cald|neutru,toate,mat,zi,toate,,Nu,Nu,4.0,"Gama buna, ten inchis ok",makeup,toate,toate,Europa/global,,,toate,toate,1
416,Natural Bronzer,Rimmel,Bronzer,42.5,toate,cald,toate,mat|satinat,zi,toate,,Nu,Nu,4.0,Accesibil,makeup,toate,toate,Europa (UK),,,toate,toate,1
417,Unlimited / Flawless Fusion Bronzer,Kiko Milano,Bronzer,55.0,toate,cald|neutru,toate,mat,zi,toate,,Nu,Nu,4.0,Gama mare,makeup,toate,toate,Europa (IT),,,toate,toate,1
418,Solstice / Bronze Block,Sleek,Bronzer,42.5,toate,cald|neutru,toate,mat|shimmer,zi,toate,,Nu,Nu,4.0,Tonuri pt ten inchis,makeup,toate,toate,Europa (UK),,,toate,toate,1
419,Butter Bronzer,Physicians Formula,Bronzer,55.0,toate,cald,toate,satinat,zi,toate,,Nu,Nu,4.0,"Parfumat, cult",makeup,toate,toate,Europa/global,,,toate,toate,1
420,Ultra Bronzer / Reloaded Bronzer,Revolution,Bronzer,42.5,toate,cald|neutru,toate,mat,zi,toate,,Nu,Nu,4.0,"Ieftin, multe nuante",makeup,toate,toate,Europa (UK),,,toate,toate,1
421,Extreme Bronze,Pupa,Bronzer,42.5,toate,cald,toate,mat|satinat,zi,toate,,Nu,Nu,4.0,Italian,makeup,toate,toate,Europa (IT),,,toate,toate,1
422,Bronzing Powder,Eveline,Bronzer,30.0,toate,cald,toate,mat,zi,toate,,Nu,Nu,4.0,Ieftin,makeup,toate,toate,Europa (PL),,,toate,toate,1
423,Bronzer / Sun Powder,Wibo,Bronzer,30.0,toate,cald,toate,mat,zi,toate,,Nu,Nu,4.0,Foarte ieftin,makeup,toate,toate,Europa (PL),,,toate,toate,1
424,Facefinity Bronzer,Max Factor,Bronzer,55.0,toate,cald|neutru,toate,mat,zi,toate,,Nu,Nu,4.0,Long-wear,makeup,toate,toate,Europa (UK),,,toate,toate,1
425,Putty Bronzer,e.l.f.,Bronzer,30.0,toate,cald|neutru,toate,crema|mat,zi,toate,,Nu,Nu,4.0,"Viral, cremos",makeup,toate,toate,Europa/global,,,toate,toate,1
426,Bronze Away Liquid Bronzer,Catrice,Bronzer,42.5,toate,cald|neutru,toate,lichid,zi,toate,,Nu,Nu,4.0,Drops lichide,makeup,toate,toate,Europa (DE),,,toate,toate,1
427,Bronzing Primer / Liquid Bronzer,Bourjois,Bronzer,55.0,toate,cald,toate,lichid|glow,zi,toate,,Nu,Nu,4.0,Lichid,makeup,toate,toate,Europa (FR),,,toate,toate,1
428,Sunshine Bronzing Powder,Astor,Bronzer,42.5,toate,cald,toate,mat,zi,toate,,Nu,Nu,4.0,Accesibil,makeup,toate,toate,Europa,,,toate,toate,1
429,Kill Cover Skin Fixer Mist,CLIO,Spray de fixare,55.0,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Fixare machiaj K-beauty,makeup,toate,toate,Coreea,,,toate,toate,1
430,Long Lasting Setting Mist,rom&nd,Spray de fixare,55.0,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Setare lejera,makeup,toate,toate,Coreea,,,toate,toate,1
431,Water Splash Fixer Mist,Espoir,Spray de fixare,87.5,toate,neutru,toate,glow,zi,toate,,Nu,Nu,4.0,Hidratant,makeup,toate,toate,Coreea,,,toate,toate,1
432,Fixing Tint Mist / Soonjung Mist,Etude,Spray de fixare,42.5,sensibil|toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Ten sensibil,makeup,toate,toate,Coreea,,,toate,toate,1
433,Daily UV / Green Tea Mist (setting),Innisfree,Spray de fixare,55.0,toate,neutru,toate,glow,zi,toate,,Nu,Nu,4.0,Hidratant,makeup,toate,toate,Coreea,,,toate,toate,1
434,All Around Safe Block / Fixer Mist,Missha,Spray de fixare,42.5,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Clasic,makeup,toate,toate,Coreea,,,toate,toate,1
435,Glass Skin Fixer / Mist,A'pieu,Spray de fixare,42.5,toate,neutru,toate,glow,zi,toate,,Nu,Nu,4.0,Accesibil,makeup,toate,toate,Coreea,,,toate,toate,1
436,Face2Change Fixer,Holika Holika,Spray de fixare,42.5,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Setare,makeup,toate,toate,Coreea,,,toate,toate,1
437,Snail Truecica Mist (setting),Some By Mi,Spray de fixare,55.0,sensibil|uscat,neutru,toate,glow,zi,toate,,Nu,Nu,4.0,Calmant,makeup,toate,toate,Coreea,,,toate,toate,1
438,Watermax / Hydrating Mist,Heimish,Spray de fixare,55.0,uscat|normal,neutru,toate,glow,zi,toate,,Nu,Nu,4.0,Hidratant,makeup,toate,toate,Coreea,,,toate,toate,1
439,Prime And Fine Fixing Spray,Catrice,Spray de fixare,42.5,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Cult ieftin,makeup,toate,toate,Europa (DE),,,toate,toate,1
440,Stay All Day / Fixing Spray,Essence,Spray de fixare,30.0,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Foarte ieftin,makeup,toate,toate,Europa (DE),,,toate,toate,1
441,Lasting Fix Setting Spray,Maybelline,Spray de fixare,42.5,toate,neutru,toate,natural|mat,zi,toate,,Nu,Nu,4.0,Long-wear,makeup,toate,toate,Europa/global,,,toate,toate,1
442,Infaillible Setting Mist,L'Oreal Paris,Spray de fixare,55.0,toate,neutru,toate,natural|mat,zi,toate,,Nu,Nu,4.0,Mai multe variante,makeup,toate,toate,Europa,,,toate,toate,1
443,Setting Spray (Matte/Dewy),NYX,Spray de fixare,42.5,toate,neutru,toate,mat|dewy,zi,toate,,Nu,Nu,4.0,"Cult, doua variante",makeup,toate,toate,Europa/global,,,toate,toate,1
444,Insta Fix & Go Setting Spray,Rimmel,Spray de fixare,42.5,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Accesibil,makeup,toate,toate,Europa (UK),,,toate,toate,1
445,Smart / 3D Mat Fixing Spray,Kiko Milano,Spray de fixare,55.0,toate,neutru,toate,mat|natural,zi,toate,,Nu,Nu,4.0,Gama buna,makeup,toate,toate,Europa (IT),,,toate,toate,1
446,Pro Fix / Glow Fixing Spray,Revolution,Spray de fixare,42.5,toate,neutru,toate,mat|glow,zi,toate,,Nu,Nu,4.0,Ieftin,makeup,toate,toate,Europa (UK),,,toate,toate,1
447,Fixing Spray,Wibo,Spray de fixare,30.0,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Foarte ieftin,makeup,toate,toate,Europa (PL),,,toate,toate,1
448,All Day Setting Spray,Eveline,Spray de fixare,30.0,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Ieftin,makeup,toate,toate,Europa (PL),,,toate,toate,1
449,Power Grip / Matte Magic Setting Spray,e.l.f.,Spray de fixare,30.0,toate,neutru,toate,glow|mat,zi,toate,,Nu,Nu,4.0,"Viral, accesibil",makeup,toate,toate,Europa/global,,,toate,toate,1
450,Setting Spray,Bourjois,Spray de fixare,55.0,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Francez,makeup,toate,toate,Europa (FR),,,toate,toate,1
451,Make Up Fixing Spray,Pupa,Spray de fixare,42.5,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Italian,makeup,toate,toate,Europa (IT),,,toate,toate,1
452,Photo Focus Setting Spray,Wet n Wild,Spray de fixare,30.0,toate,neutru,toate,mat|dewy,zi,toate,,Nu,Nu,4.0,Ieftin,makeup,toate,toate,Europa/global,,,toate,toate,1
453,Dynasty Mist / hydrating mist,Beauty of Joseon,Spray de fixare,55.0,uscat|normal|sensibil,neutru,toate,glow,zi,toate,,Nu,Nu,4.0,"Hidratant, calmant",makeup,toate,toate,Coreea,,,toate,toate,1
454,Centella / Soothing Mist,Mixsoon,Spray de fixare,55.0,sensibil|toate,neutru,toate,glow,zi,toate,,Nu,Nu,4.0,Calmant,makeup,toate,toate,Coreea,,,toate,toate,1
455,Fundamental Watery Oil Drop / Mist,Klairs,Spray de fixare,55.0,uscat|sensibil,neutru,toate,glow,zi,toate,,Nu,Nu,4.0,Hidratant ten sensibil,makeup,toate,toate,Coreea,,,toate,toate,1
456,Glow Lover / Dewy Fixing Spray,Catrice,Spray de fixare,42.5,uscat|normal,neutru,toate,glow,zi,toate,,Nu,Nu,4.0,Iluminator,makeup,toate,toate,Europa (DE),,,toate,toate,1
457,Mist & Fix (dupe-uri europene),Make Up For Ever,Spray de fixare,87.5,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,"Premium, long-wear",makeup,toate,toate,Europa (FR),,,toate,toate,1
458,Setting Fixer Mist,Wakemake,Spray de fixare,55.0,toate,neutru,toate,natural,zi,toate,,Nu,Nu,4.0,Lejer,makeup,toate,toate,Coreea,,,toate,toate,1
459,Radiance Cleansing Balm,Beauty of Joseon,Oil cleanser / Balsam demachiant,70.0,toate,toate,toate,natural,zi,toate,ulei masline|vit e,Nu,Nu,4.0,"Cult, demachiaza SPF/machiaj",skincare,toate,toate,Coreea,puncte negre|filamente sebacee|pori infundati,Da,toate,toate,1
460,Clean It Zero Cleansing Balm,Banila Co,Oil cleanser / Balsam demachiant,110.0,toate,toate,toate,natural,zi,toate,papaya|acerola,Nu,Nu,4.0,Cel mai cunoscut balsam,skincare,toate,toate,Coreea,puncte negre|pori infundati,Nu,toate,toate,1
461,All Clean Balm,Heimish,Oil cleanser / Balsam demachiant,70.0,toate,toate,toate,natural,zi,toate,uleiuri vegetale,Nu,Nu,4.0,"Popular, bland",skincare,toate,toate,Coreea,puncte negre|filamente sebacee,Nu,toate,toate,1
462,Madagascar Centella Cleansing Oil,Skin1004,Oil cleanser / Balsam demachiant,70.0,sensibil|toate,toate,toate,natural,zi,toate,centella|ulei masline,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii|sensibilitate,Da,toate,toate,1
463,Heartleaf Pore Control Cleansing Oil,Anua,Oil cleanser / Balsam demachiant,70.0,gras|mixt,toate,toate,natural,zi,toate,heartleaf,Nu,Nu,4.0,Viral pt pori/filamente,skincare,toate,toate,Coreea,pori largi|filamente sebacee|puncte negre,Da,toate,toate,1
464,Pure Cleansing Oil,Manyo,Oil cleanser / Balsam demachiant,70.0,toate,toate,toate,natural,zi,toate,uleiuri vegetale|herbal,Nu,Nu,4.0,Demachiere profunda,skincare,toate,toate,Coreea,puncte negre|pori infundati,Nu,toate,toate,1
465,Bifida Biome Cleansing Oil,Ma:nyo,Oil cleanser / Balsam demachiant,70.0,sensibil|uscat,toate,toate,natural,zi,toate,bifida|uleiuri,Nu,Nu,4.0,Pt bariera,skincare,toate,toate,Coreea,bariera distrusa,Nu,toate,toate,1
466,Bean Cleansing Oil,Mixsoon,Oil cleanser / Balsam demachiant,70.0,toate,toate,toate,natural,zi,toate,ulei de soia fermentat,Nu,Nu,4.0,"Bland, fermentat",skincare,toate,toate,Coreea,filamente sebacee|textura,Nu,toate,toate,1
467,Deep Clear Cleansing Oil,Pyunkang Yul,Oil cleanser / Balsam demachiant,70.0,sensibil|uscat,toate,toate,natural,zi,toate,uleiuri minimale,Nu,Nu,4.0,Formula simpla,skincare,toate,toate,Coreea,sensibilitate|pori infundati,Nu,toate,toate,1
468,Gentle Black Deep Cleansing Oil,Klairs,Oil cleanser / Balsam demachiant,70.0,sensibil|toate,toate,toate,natural,zi,toate,ulei negru de susan,Nu,Nu,4.0,Bland ten sensibil,skincare,toate,toate,Coreea,puncte negre|sensibilitate,Nu,toate,toate,1
469,Onion Newpair Cleansing Oil,Isntree,Oil cleanser / Balsam demachiant,70.0,gras|mixt,toate,toate,natural,zi,toate,onion|niacinamide,Nu,Nu,4.0,Pt pori/puncte negre,skincare,toate,toate,Coreea,puncte negre|pori,Da,toate,toate,1
470,Pine Calming Cleansing Oil,Round Lab,Oil cleanser / Balsam demachiant,70.0,sensibil|toate,toate,toate,natural,zi,toate,pin|panthenol,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii|sensibilitate,Da,toate,toate,1
471,No.5 Cleansing Oil,Numbuzin,Oil cleanser / Balsam demachiant,70.0,toate,toate,toate,natural,zi,toate,uleiuri|pdrn,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,filamente sebacee|textura,Nu,toate,toate,1
472,Balanceful Cica Cleansing Oil,Torriden,Oil cleanser / Balsam demachiant,70.0,sensibil|gras,toate,toate,natural,zi,toate,cica|uleiuri,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii|pori,Da,toate,toate,1
473,Cleansing Oil,Mary&May,Oil cleanser / Balsam demachiant,70.0,sensibil|toate,toate,toate,natural,zi,toate,uleiuri vegetale,Nu,Nu,4.0,Vegan bland,skincare,toate,toate,Coreea,sensibilitate,Nu,toate,toate,1
474,Cleanse Me Softly Milk Cleanser,Sioris,Oil cleanser / Balsam demachiant,70.0,uscat|sensibil,toate,toate,natural,zi,toate,ingrediente naturale,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,sensibilitate|bariera,Nu,toate,toate,1
475,Deep Cleansing Oil,DHC,Oil cleanser / Balsam demachiant,70.0,toate,toate,toate,natural,zi,toate,ulei masline,Nu,Nu,4.0,Cult J-beauty,skincare,toate,toate,Japonia,puncte negre|pori infundati,Nu,toate,toate,1
476,Cleansing Oil,Hada Labo,Oil cleanser / Balsam demachiant,70.0,toate,toate,toate,natural,zi,toate,uleiuri,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Japonia,pori infundati,Nu,toate,toate,1
477,Atoderm / Cleansing Oil,Bioderma,Oil cleanser / Balsam demachiant,70.0,uscat|sensibil,toate,toate,natural,zi,toate,uleiuri lipidice,Nu,Nu,4.0,"Farmacie, ten uscat",skincare,toate,toate,Europa (FR),uscaciune|bariera,Nu,toate,toate,1
478,Lipikar Cleansing Oil,La Roche-Posay,Oil cleanser / Balsam demachiant,70.0,uscat|sensibil,toate,toate,natural,zi,toate,niacinamide|shea,Nu,Nu,4.0,Ten atopic,skincare,toate,toate,Europa (FR),bariera distrusa|uscaciune,Nu,toate,toate,1
479,Hydrating Oil Cleanser,CeraVe,Oil cleanser / Balsam demachiant,70.0,uscat|normal|sensibil,toate,toate,natural,zi,toate,ceramide|ulei,Nu,Nu,4.0,Cu ceramide,skincare,toate,toate,Europa/global,bariera|uscaciune,Nu,toate,toate,1
480,Cleansing Oil,Avene,Oil cleanser / Balsam demachiant,70.0,sensibil|uscat,toate,toate,natural,zi,toate,apa termala,Nu,Nu,4.0,Ten sensibil,skincare,toate,toate,Europa (FR),sensibilitate,Nu,toate,toate,1
481,DermatoCLEAN Cleansing Oil,Eucerin,Oil cleanser / Balsam demachiant,70.0,uscat|normal,toate,toate,natural,zi,toate,uleiuri blande,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (DE),uscaciune,Nu,toate,toate,1
482,Camomile Cleansing Butter,The Body Shop,Oil cleanser / Balsam demachiant,70.0,toate,toate,toate,natural,zi,toate,musetel|uleiuri,Nu,Nu,4.0,Demachiant balsam,skincare,toate,toate,Europa (UK),puncte negre,Nu,toate,toate,1
483,Oil Infused Micellar / Cleansing Oil,Garnier,Oil cleanser / Balsam demachiant,55.0,toate,toate,toate,natural,zi,toate,uleiuri,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa,machiaj rezistent,Nu,toate,toate,1
484,Snail Truecica Cleansing Oil,Some By Mi,Oil cleanser / Balsam demachiant,70.0,sensibil|toate,toate,toate,natural,zi,toate,mucina melc|cica,Nu,Nu,4.0,Reparator,skincare,toate,toate,Coreea,semne postacneice|inflamatii,Nu,toate,toate,1
485,Heartleaf Cleansing Oil,Abib,Oil cleanser / Balsam demachiant,70.0,gras|sensibil,toate,toate,natural,zi,toate,heartleaf,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii|pori,Da,toate,toate,1
486,Pro Balance Cleansing Oil,Dr.Ceuracle,Oil cleanser / Balsam demachiant,70.0,gras|mixt,toate,toate,natural,zi,toate,probiotice,Nu,Nu,4.0,Echilibrant,skincare,toate,toate,Coreea,echilibru sebum,Nu,toate,toate,1
487,Rice Cleansing Oil,I'm From,Oil cleanser / Balsam demachiant,70.0,uscat|normal,toate,toate,natural,zi,toate,extract de orez,Nu,Nu,4.0,Stralucire,skincare,toate,toate,Coreea,luminozitate|textura,Nu,toate,toate,1
488,Coconut Clay Cleansing Oil/Balm,Tocobo,Oil cleanser / Balsam demachiant,70.0,toate,toate,toate,natural,zi,toate,argila|cocos,Nu,Nu,4.0,Demachiere profunda,skincare,toate,toate,Coreea,puncte negre|pori,Nu,toate,toate,1
489,Green Plum Refreshing Cleanser,Beauty of Joseon,Cleanser (apos) / Gel de curatare,55.0,gras|mixt,toate,toate,natural,zi,toate,bha|green plum,Nu,Nu,4.0,pH echilibrat,skincare,toate,toate,Coreea,pori|sebum,Da,toate,toate,1
490,Heartleaf Quercetinol Pore Deep Cleansing Foam,Anua,Cleanser (apos) / Gel de curatare,55.0,gras|mixt,toate,toate,natural,zi,toate,heartleaf|pha,Nu,Nu,4.0,Curatare pori,skincare,toate,toate,Coreea,pori largi|sebum,Da,toate,toate,1
491,Low pH Good Morning Gel Cleanser,COSRX,Cleanser (apos) / Gel de curatare,55.0,toate,toate,toate,natural,zi,toate,bha|tea tree,Nu,Nu,4.0,"Cult, pH scazut",skincare,toate,toate,Coreea,sensibilitate|sebum,Da,toate,toate,1
492,Salicylic Acid Daily Gentle Cleanser,COSRX,Cleanser (apos) / Gel de curatare,55.0,gras|mixt,toate,toate,natural,zi,toate,bha,Nu,Nu,4.0,Pt ten acneic,skincare,toate,toate,Coreea,acnee|puncte negre,Da,toate,toate,1
493,Dokdo / 1025 Cleanser,Round Lab,Cleanser (apos) / Gel de curatare,55.0,toate,toate,toate,natural,zi,toate,minerale marine,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,sensibilitate,Nu,toate,toate,1
494,Yam Root Vegan Milk Cleanser,Isntree,Cleanser (apos) / Gel de curatare,55.0,uscat|sensibil,toate,toate,natural,zi,toate,yam root,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,uscaciune|bariera,Nu,toate,toate,1
495,AHA BHA PHA 30 Days Miracle Cleanser,Some By Mi,Cleanser (apos) / Gel de curatare,55.0,gras|mixt,toate,toate,natural,zi,toate,aha bha pha|tea tree,Nu,Nu,4.0,Cult pt acnee,skincare,toate,toate,Coreea,acnee|textura|puncte negre,Da,toate,toate,1
496,Balanceful Cica Cleansing Foam,Torriden,Cleanser (apos) / Gel de curatare,55.0,sensibil|gras,toate,toate,natural,zi,toate,cica,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii,Da,toate,toate,1
497,Low pH Pore Deep Cleansing Foam,Pyunkang Yul,Cleanser (apos) / Gel de curatare,55.0,gras|mixt,toate,toate,natural,zi,toate,formula simpla,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,pori,Nu,toate,toate,1
498,Pro Balance / Cica Foam,Dr.Ceuracle,Cleanser (apos) / Gel de curatare,55.0,gras|mixt,toate,toate,natural,zi,toate,probiotice|cica,Nu,Nu,4.0,Echilibrant,skincare,toate,toate,Coreea,echilibru sebum,Nu,toate,toate,1
499,Madagascar Centella Foaming Cleanser,Skin1004,Cleanser (apos) / Gel de curatare,55.0,sensibil|toate,toate,toate,natural,zi,toate,centella,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii,Da,toate,toate,1
500,No.3 / Cleanser,Numbuzin,Cleanser (apos) / Gel de curatare,55.0,toate,toate,toate,natural,zi,toate,niacinamide,Nu,Nu,4.0,Stralucire,skincare,toate,toate,Coreea,luminozitate,Nu,toate,toate,1
501,SoonJung pH 5.5 Foam Cleanser,Etude,Cleanser (apos) / Gel de curatare,42.5,sensibil|uscat,toate,toate,natural,zi,toate,panthenol,Nu,Nu,4.0,Ten sensibil,skincare,toate,toate,Coreea,sensibilitate|bariera,Nu,toate,toate,1
502,Rich Moist Foaming Cleanser,Klairs,Cleanser (apos) / Gel de curatare,55.0,uscat|normal,toate,toate,natural,zi,toate,ceramide,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,uscaciune,Nu,toate,toate,1
503,Heartleaf Foaming Cleanser / Mild Acidic,Abib,Cleanser (apos) / Gel de curatare,55.0,sensibil|gras,toate,toate,natural,zi,toate,heartleaf,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii,Da,toate,toate,1
504,Foaming / Hydrating Cleanser,CeraVe,Cleanser (apos) / Gel de curatare,55.0,gras|uscat,toate,toate,natural,zi,toate,ceramide|niacinamide,Nu,Nu,4.0,"Cult farmacie, doua variante",skincare,toate,toate,Europa/global,bariera|sebum,Da,toate,toate,1
505,Effaclar Gel / Toleriane Caring Wash,La Roche-Posay,Cleanser (apos) / Gel de curatare,55.0,gras|sensibil,toate,toate,natural,zi,toate,zinc|niacinamide,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (FR),acnee|sensibilitate,Da,toate,toate,1
506,Sebium Gel Moussant,Bioderma,Cleanser (apos) / Gel de curatare,55.0,gras|mixt,toate,toate,natural,zi,toate,zinc|copper,Nu,Nu,4.0,Ten gras/acneic,skincare,toate,toate,Europa (FR),acnee|sebum,Da,toate,toate,1
507,Cleanance Cleansing Gel,Avene,Cleanser (apos) / Gel de curatare,55.0,gras|mixt,toate,toate,natural,zi,toate,monolaurin,Nu,Nu,4.0,Ten gras,skincare,toate,toate,Europa (FR),acnee|sebum,Nu,toate,toate,1
508,DermoPure Cleansing Gel,Eucerin,Cleanser (apos) / Gel de curatare,55.0,gras|mixt,toate,toate,natural,zi,toate,licochalcone,Nu,Nu,4.0,Ten impur,skincare,toate,toate,Europa (DE),acnee,Nu,toate,toate,1
509,Squalane Cleanser,The Ordinary,Cleanser (apos) / Gel de curatare,30.0,uscat|normal|sensibil,toate,toate,natural,zi,toate,squalane,Nu,Nu,4.0,Balsam-gel bland,skincare,toate,toate,Canada/Europa,uscaciune,Nu,toate,toate,1
510,Glucoside Foaming Cleanser,The Ordinary,Cleanser (apos) / Gel de curatare,30.0,toate,toate,toate,natural,zi,toate,glucoside,Nu,Nu,4.0,Bland,skincare,toate,toate,Canada/Europa,curatare zilnica,Da,toate,toate,1
